full_text,tweet_id,created_at,screen_name,original_user_id,retweeted_user_ID,collected_at,reply_to_id,reply_to_user,expandedURL
"She is the best person in my life. 

#MothersDay https://t.co/w7dK8gx7fX",1.63744187890287e+18,2023-03-19 13:12:20+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833061,,,[]
"Elon should buy Instagram too, so they don't bother us.",1.6356554850001224e+18,2023-03-14 14:53:51+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833067,,,[]
"What makes you happy? 
Me : 🌧️ https://t.co/imsDSH5zFl",1.631962847612932e+18,2023-03-04 10:20:37+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833075,,,[]
"Happy Weekend Tweeps..
Stay safe, God bless.. https://t.co/5Zl5NjOyRw",1.629778003516592e+18,2023-02-26 09:38:50+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833081,,,[]
"#MyTwitterAnniversary 
Old Enough. 🎂 https://t.co/0pTXV7zMxE",1.627233529330561e+18,2023-02-19 09:08:00+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833088,,,[]
"Love God, kill people. 
Love peace, support guns. 
Love nature, burn forests. 
Love animals, eat fried chicken. 

 ""Welcome to the new world"".",1.6272299595038925e+18,2023-02-19 08:53:49+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833094,,,[]
"The ""sweetest"" candy. 🍬 https://t.co/42MMxIhQ9X",1.6266078235715543e+18,2023-02-17 15:41:40+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833100,,,[]
"Happy Weekend Tweeps 💚 
Stay Safe, God Bless🫰📹 https://t.co/bG3ERfZbO1",1.6222419954556314e+18,2023-02-05 14:33:26+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833107,,,[]
"My NuNun (Oyange) 🐈, lazy boy. https://t.co/sq98erknXw",1.622160229785043e+18,2023-02-05 09:08:31+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833113,,,[]
I'm not sure if this is D. Trump? 🤔 https://t.co/XKt98X7XzC,1.613177460795003e+18,2023-01-11 14:14:12+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833119,,,[]
"Happy Weekend Tweeps 💚 
Peace &amp; Love, God Bless You🫰
Cheers 🤓 https://t.co/L8NXCPMe5y",1.6120286030590157e+18,2023-01-08 10:09:03+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833125,,,[]
"Merry Christmas &amp; Happy Weekend Lovely People. 
Peace &amp; Love, God Bless. https://t.co/b0EpEAjibu",1.607016227729465e+18,2022-12-25 14:11:40+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833131,,,[]
"Blue is my favourite colour. 💙

Note: ""This is not a political tweet."" https://t.co/NMnXFhK4nN",1.6023103682984346e+18,2022-12-12 14:32:15+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833138,,,[]
"Have a great weekend tweeps 💚 
Stay safe, God bless 😺 https://t.co/byJr8zMVoS",1.5892750168517796e+18,2022-11-06 15:14:25+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833143,,,[]
"🏞️ #HUTRI77 
https://t.co/qdqh3VUu5r",1.5805810324995113e+18,2022-10-13 15:27:38+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833150,,,"[{'url': 'https://t.co/qdqh3VUu5r', 'expanded_url': 'https://youtu.be/Fa_rNR__UV0', 'display_url': 'youtu.be/Fa_rNR__UV0', 'indices': [13, 36]}]"
"Happy weekend tweeps, cheers 🥂 🫰 https://t.co/R2xcspDd3U",1.5563302682811228e+18,2022-08-07 17:23:45+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833168,,,[]
🌧️ The Rain Of Memories 🥸 https://t.co/A8AQgG96e8,1.551101883884122e+18,2022-07-24 07:08:01+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833174,,,[]
"""The New Lone Ranger"" 😑 https://t.co/3tgBaLpdih",1.539326789079556e+18,2022-06-21 19:18:00+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833180,,,[]
"Have a great week tweeps 💚 
Peace and love, God bless 😺 https://t.co/PT551Rmp4k",1.5309023500170936e+18,2022-05-29 13:22:17+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833186,,,[]
🎲...Yeay 🙄 Yeah...🥇 https://t.co/LT0P714la4,1.5241659533316833e+18,2022-05-10 23:14:15+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833193,,,[]
"Putin wants Soviet back, amazing delusions.",1.5118713124024689e+18,2022-04-07 00:59:44+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833201,,,[]
"#PeoplePower 👊 
#StrongerTogether 💪 https://t.co/jQOz0IskB4",1.5118658379297956e+18,2022-04-07 00:37:59+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833207,,,[]
#MyTwitterAnniversary https://t.co/kiBIPkQFZn,1.49542379249954e+18,2022-02-20 15:43:10+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833216,,,[]
"Peace &amp; love, God bless. 🎉💚 https://t.co/PI7Qv8aLbL",1.4775214639890063e+18,2022-01-02 06:05:42+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833223,,,[]
Independent media is a myth.,1.448961886985212e+18,2021-10-15 10:40:08+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833242,,,[]
"🏞️ #HUTRI76
https://t.co/HUDJNuL2Y5",1.4280113217196237e+18,2021-08-18 15:10:04+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833248,,,"[{'url': 'https://t.co/HUDJNuL2Y5', 'expanded_url': 'https://youtu.be/aKtb7Y3qOck', 'display_url': 'youtu.be/aKtb7Y3qOck', 'indices': [12, 35]}]"
"Now, media is part of oligarchy, I miss independent media.",1.4189827435101184e+18,2021-07-24 17:13:44+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833254,,,[]
"In a democracy, media should be with the people, not with the regime.",1.3952901340025528e+18,2021-05-20 08:07:45+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833260,,,[]
"Don't bring your religion to see the conflict between Palestine and Israel, because you can't be proportional. 
Just focus on humanity, that's enough.",1.3952880850977178e+18,2021-05-20 07:59:37+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833266,,,[]
GOP is the best government. https://t.co/Co09jueddS,1.3739006826972078e+18,2021-03-22 07:33:43+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833278,,,[]
"''I am a peacemaker, I love bombing. ''",1.3674096597919048e+18,2021-03-04 09:40:42+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833292,,,[]
''The Bomb of Peace''. https://t.co/Di1wnNBjZZ,1.367408152614871e+18,2021-03-04 09:34:43+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833297,,,[]
"Wearing a mask is liberal. 
~ American conservative https://t.co/hb5g2nhwIi",1.366968772230226e+18,2021-03-03 04:28:47+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833303,,,[]
"In every politics, there are irrational buzzers.",1.3577609686929285e+18,2021-02-05 18:40:15+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833309,,,[]
"If you DM me, I will bite you. https://t.co/j5D1p1LU94",1.3577562655821046e+18,2021-02-05 18:21:34+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833316,,,[]
"If Superman is the father of Superboy, then Batboy is the son of Batman. 
Next question, ""who are X-Men, ThunderCats, P-Man, Wonder Woman, and Wonder Man?"" 

#Confused",1.3551800593891246e+18,2021-01-29 15:44:38+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833323,,,[]
"I hope this year will be better for us and our planet. 
Peace &amp; Love ~ God bless ☮️💚🌏 
#NewYear2021 https://t.co/sYPvoEeOVJ",1.3449486582743572e+18,2021-01-01 10:08:42+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833329,,,[]
"Merry Christmas lovely people. 
🌏🎄🎅 💚 
Stay safe and healthy, God bless. 
😷 🍉🥕🚴 https://t.co/Oz9760hfDu",1.3423502550696632e+18,2020-12-25 06:03:35+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833335,,,[]
"Girl : ""I'm hungry of love, can I eat your heart? 
Me : ""😳 https://t.co/ohgWWj2Wia",1.338492740024189e+18,2020-12-14 14:35:11+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833341,,,[]
"""Rightists and Leftists"" are just the same, only care to their people/ community/circle!!",1.337819318495527e+18,2020-12-12 17:59:15+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833348,,,[]
"Tell me, where can I find ""clean politics"" on this earth?",1.3378168421197005e+18,2020-12-12 17:49:25+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833354,,,[]
"Don't worry, I also follow back Robots &amp; Ghosts. 
 
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻
🤖🤖🤖🤖🤖🤖
👻👻👻👻👻👻

Happy weekend 🙄🙃",1.337808038351147e+18,2020-12-12 17:14:26+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833360,,,[]
"Qo - Ro - Na 😅 
#Corona 
#Covid19 https://t.co/pbkSNoEZgc",1.3378005090595594e+18,2020-12-12 16:44:31+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833368,,,[]
"Have a great weekend lovely people, stay safe. 🌻🌏🤝✌️☮️ https://t.co/AdZQc46mSn",1.3254488301044e+18,2020-11-08 14:43:21+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833374,,,[]
When it rains... https://t.co/4ZXWqU2Vi8,1.3254466661790802e+18,2020-11-08 14:34:45+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833380,,,[]
"Have a great week tweeps ❤️ 
Stay safe 😷
God bless 🌏 https://t.co/wnZBWjBqMW",1.3127297273968476e+18,2020-10-04 12:22:11+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833386,,,[]
"Justice is not only for people (''white or black''), it's also for animal, nature, air, mountain, river, sea, (earth), etc.",1.2699211474217738e+18,2020-06-08 09:16:10+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833405,,,[]
Racism will never end until the world ends.,1.2699157802226156e+18,2020-06-08 08:54:50+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833411,,,[]
"#COROchiNA 
#KungFlu 
#LockDown
#Quarantine
#PhysicalDistancing https://t.co/mDZMgC85Yv",1.2477755750846505e+18,2020-04-08 06:37:34+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833417,,,[]
"☮️ &amp; 💚 
God Bless 🌏 🌱 🌈 https://t.co/tA2x2jkGWr",1.21270252485299e+18,2020-01-02 11:49:47+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833424,,,[]
"Where is my angel? 🖤
https://t.co/TJ64gKbTO0",1.184526859159167e+18,2019-10-16 17:49:45+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833430,,,"[{'url': 'https://t.co/TJ64gKbTO0', 'expanded_url': 'https://youtu.be/NZVUuq0Birc', 'display_url': 'youtu.be/NZVUuq0Birc', 'indices': [21, 44]}]"
Love gives freedom.,1.1573850943544975e+18,2019-08-02 20:18:04+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833436,,,[]
Random Pics 😀👆 https://t.co/9NQGaoQrH6,1.1399112250331054e+18,2019-06-15 15:03:09+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833442,,,[]
"Yep, I'm Robot 😁 https://t.co/cEb3gt9pX4",1.139907115722502e+18,2019-06-15 14:46:49+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833450,,,[]
Have a great day tweeps. https://t.co/j3pzNFoQa0,1.1220257345941216e+18,2019-04-27 06:32:36+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833456,,,[]
Coffee time 😊 https://t.co/95MNW2w4mb,1.1166949732130692e+18,2019-04-12 13:30:03+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833462,,,[]
Riana and Riani want to play with us 👻 https://t.co/SD3Uf7doEM,1.1018765757110312e+18,2019-03-02 16:07:02+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833469,,,[]
"Oh gosh, 👻 #RianaRiani  😍 ❤️ https://t.co/BNGhOBiCC8",1.0815954746230908e+18,2019-01-05 16:57:10+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833482,,,[]
I would rather walk with my imaginary friend in the dark.,1.040963397221675e+18,2018-09-15 13:59:48+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833504,,,[]
Riana &amp; Riani love to play with you .. https://t.co/CG5H3SaWY2,1.0298426974884988e+18,2018-08-15 21:30:07+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833510,,,[]
"The world is full of nice people. If You can't find one, be one !",9.864176613105254e+17,2018-04-18 01:34:31+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833522,,,[]
Gong Xi Fa Cai ㋡ https://t.co/YUVK8GRLhi,9.64318575510012e+17,2018-02-16 02:00:39+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833529,,,[]
"I don't remember the days, I remember the moments.",9.212267548820234e+17,2017-10-20 04:09:08+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833545,,,[]
"Don't just be good to others, be good to yourself too.",8.661547368393114e+17,2017-05-21 04:52:36+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833551,,,[]
"Beauty gets the attention, personality gets the heart.",8.397369857197179e+17,2017-03-09 07:17:53+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833557,,,[]
"Just because something isn't happening right now, doesn't mean it will never happen.",8.288061422014587e+17,2017-02-07 03:22:37+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833563,,,[]
"My NyoNyo, miss him ღღ https://t.co/uxSyXPVXLJ",7.965619529485189e+17,2016-11-10 03:55:43+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833569,,,[]
With cousin ㋡ https://t.co/yD6pGBTyJA,7.929301841354875e+17,2016-10-31 03:24:22+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833575,,,[]
PrisaFavPic ღ https://t.co/CoTZIXz54B,7.849803296521052e+17,2016-10-09 04:54:29+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833580,,,[]
Have a great weekend #Oldclick https://t.co/bDouYw8SsS,7.774898126263501e+17,2016-09-18 12:49:51+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833587,,,[]
#RI71 Happy birthday my love #INA https://t.co/rYqWh9Nk13,7.660039972327956e+17,2016-08-17 20:09:19+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833594,,,[]
"My Onet, miss him ღ https://t.co/lUUpN7S9LX",7.602863648521134e+17,2016-08-02 01:29:29+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833600,,,[]
"Don't trust too much...
Don't love too much...
Don't hope too much... 
          Because TOO MUCH 
          Can hurt You so much!",7.575915545171067e+17,2016-07-25 15:01:16+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833606,,,[]
#Portugal  &gt; The Winner - The Best  #EURO2016 https://t.co/JNRrPaiIZm,7.524927526889964e+17,2016-07-11 13:20:27+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833612,,,[]
Miss him ღღ https://t.co/VilrgQlpuM,7.259031891537101e+17,2016-04-29 04:23:01+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833622,,,[]
Hey Terrorists !!! #WeAreNotAfraid #KamiTidakTakut #JakartaKuat https://t.co/bhpkoYR9oq,6.880131869482803e+17,2016-01-15 15:01:41+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833634,,,[]
Avril Lavigne How Does It Feel (Lyrics on Screen) https://t.co/GisFKH28L8 via @YouTube,6.783102574545428e+17,2015-12-19 20:25:42+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833652,,,"[{'url': 'https://t.co/GisFKH28L8', 'expanded_url': 'https://youtu.be/k-LrZRGk9Fs', 'display_url': 'youtu.be/k-LrZRGk9Fs', 'indices': [50, 73]}]"
[FULL] Naruto OP 3 -『Kanashimi wo Yasashisa ni』- Original/English https://t.co/N83NYN1lvw via @YouTube,6.725728528522281e+17,2015-12-04 00:27:18+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833658,,,"[{'url': 'https://t.co/N83NYN1lvw', 'expanded_url': 'https://youtu.be/y2juBsz78gw', 'display_url': 'youtu.be/y2juBsz78gw', 'indices': [66, 89]}]"
"It's nice to be important, but it's very important to be nice.",6.678306137186345e+17,2015-11-20 22:23:20+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833663,,,[]
#HealthyPicture ㋡ https://t.co/xStAuaIlGK,6.656912449122181e+17,2015-11-15 00:42:15+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833669,,,[]
Joe Satriani  -  Sleep Walk https://t.co/O1CI6RuTqX via @YouTube,6.544722186472612e+17,2015-10-15 01:41:51+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833675,,,"[{'url': 'https://t.co/O1CI6RuTqX', 'expanded_url': 'https://youtu.be/msq6v1zzZps', 'display_url': 'youtu.be/msq6v1zzZps', 'indices': [28, 51]}]"
Puya - Sal Pa Fuera https://t.co/N9BOzXuqDm via @YouTube,6.467513931439882e+17,2015-09-23 18:22:02+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833680,,,"[{'url': 'https://t.co/N9BOzXuqDm', 'expanded_url': 'https://youtu.be/axsM1q_B0EI', 'display_url': 'youtu.be/axsM1q_B0EI', 'indices': [20, 43]}]"
Thank you Jakarta for the amazing sold out show! http://t.co/MXmrjt6TQi,6.428185417883607e+17,2015-09-12 21:54:18+00:00,BellenyFufu,254185636.0,22720074.0,2023-08-13 13:32:00.833687,,,[]
Bon Jovi - Someday I'll Be Saturday Night (Intl. Version) https://t.co/1oFkXeJ0tR via @YouTube,6.427883200748421e+17,2015-09-12 19:54:12+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833693,,,"[{'url': 'https://t.co/1oFkXeJ0tR', 'expanded_url': 'https://youtu.be/qFNZXaBcXkA', 'display_url': 'youtu.be/qFNZXaBcXkA', 'indices': [58, 81]}]"
"Dear heart, why her ?",6.3784018088013e+17,2015-08-30 04:12:04+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833700,,,[]
'' Have a great weekend buddies ღ #OldClick http://t.co/4LbBERmO5e,6.025219380748083e+17,2015-05-24 17:09:59+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833706,,,[]
"Tell your girl she’s beautiful, not HOT ! She’s a girl, not a cup of tea !",6.025201215594947e+17,2015-05-24 17:02:45+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833713,,,[]
OldPic - #PlayWithMyCats http://t.co/rjo0evjSvb,5.82232229247488e+17,2015-03-29 17:25:55+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833719,,,[]
The Muppets: Bohemian Rhapsody: http://t.co/9B0FMzg4TQ via @YouTube,5.661371968479805e+17,2015-02-13 07:30:00+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833725,,,"[{'url': 'http://t.co/9B0FMzg4TQ', 'expanded_url': 'http://youtu.be/tgbNymZ7vqY', 'display_url': 'youtu.be/tgbNymZ7vqY', 'indices': [32, 54]}]"
And love can be so boring.,5.492092426247496e+17,2014-12-28 14:24:21+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833732,,,[]
It's impossible to be perfect all of the time.,5.321070059560796e+17,2014-11-11 09:46:10+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833738,,,[]
"Do less, get more ! #NewConcept",5.32104749219582e+17,2014-11-11 09:37:12+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833743,,,[]
"'' Have a great weekend, buddies ღ OldClick http://t.co/FCzvh0E8ts",5.056257401848054e+17,2014-08-30 07:59:05+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833750,,,[]
The 69th Independence Day #HUTRI69 Favorite number! Sexy :) http://t.co/slIXPdkD7K,5.013178093898588e+17,2014-08-18 10:40:54+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833755,,,[]
#HBDIndonesia #paskibraka2014 http://t.co/XAhQ08GD8D,5.011524043146732e+17,2014-08-17 23:43:38+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833761,,,[]
#Germany &gt; The Winner - The Best http://t.co/z0M5FFidXc,4.891290146073477e+17,2014-07-15 19:26:59+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833767,,,[]
"CAMEO Fun Campaign - Ketika Harus Memilih, Prabowo atau Jokowi?: http://t.co/nBlprIHAaO via @YouTube",4.86759210232062e+17,2014-07-09 06:30:13+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833773,,,"[{'url': 'http://t.co/nBlprIHAaO', 'expanded_url': 'http://ln.is/youtu.be/srry4', 'display_url': 'ln.is/youtu.be/srry4', 'indices': [65, 87]}]"
CAMEO Fun Campaign: Prabowo Presiden: http://t.co/WyykeWDr34 via @YouTube,4.8628883143684506e+17,2014-07-07 23:21:06+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833781,,,[]
People don't care how much you know until they know how much you care.,4.704573118282506e+17,2014-05-25 06:52:18+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833786,,,[]
http://t.co/YJqO4ZFrdQ - Scream &amp; Shout ft. Britney Spears: http://t.co/euBS1EmlKX via @YouTube,4.658389504272712e+17,2014-05-12 13:00:35+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833792,,,[]
"@BellenyFufu DJ TEI 1013's NEW INTERACTIVE HOME PAGE. GREAT MUSIC &amp; VIDEO's FOR ALL-&gt;http://t.co/U9tqYoSxzN
  http://t.co/gbyJUg4qDn",4.597086211446047e+17,2014-04-25 15:00:50+00:00,BellenyFufu,254185636.0,460413525.0,2023-08-13 13:32:00.833797,,,[]
Paramore: Ain't It Fun [OFFICIAL VIDEO]: http://t.co/WoYwiiPlLm via @YouTube,4.509197094041764e+17,2014-04-01 08:56:51+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833803,,,[]
"When I think of you, my heart smiles. ㋡",4.463572752805642e+17,2014-03-19 18:47:22+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833809,,,[]
Love is You. ♥,4.36008239159722e+17,2014-02-19 05:23:59+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833815,,,[]
Men use love to get sex. Women use sex to get love.,4.293225532202844e+17,2014-01-31 18:37:27+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833821,,,[]
"If you're unhappy with someone, just leave. Don't cheat !",4.232835335330448e+17,2014-01-15 02:40:33+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833827,,,[]
Xilent - Choose Me (Dubstep Mix): http://t.co/5KBDUBVrYt via @youtube,4.115481176667709e+17,2013-12-13 17:28:12+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833833,,,[]
SKRILLEX - BANGARANG (FT. SIRAH): http://t.co/nGmHoZBGa1 via @youtube,4.072244830914642e+17,2013-12-01 19:07:37+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833839,,,[]
M2M - Everything: http://t.co/fmSlErQHRn via @youtube,4.043243528725668e+17,2013-11-23 19:03:32+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833845,,,[]
♡ Meja - All 'Bout The Money: http://t.co/OLsomqqHqR via @youtube,3.993101033602007e+17,2013-11-09 22:58:42+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833851,,,[]
"♩♫♬♪ Michael Bublé - ""Everything"" Lyrics Video: http://t.co/uilzBdfuxt via @youtube (ɔ ˘⌣˘)♥(˘⌣˘ c)",3.903404550925968e+17,2013-10-16 04:56:31+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833858,,,[]
Vanessa Carlton - A Thousand Miles (+ daftar putar): http://t.co/V12idLTb7k via @youtube ♩♬♪♫ ♡,3.880281068012872e+17,2013-10-09 19:48:04+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833864,,,[]
"The difference between Boy and Man ◆ Boy says : '' I love you, because I need you. ◆ Man says : '' I need you, because I love you.",3.875633228133335e+17,2013-10-08 13:01:11+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833869,,,[]
"'' Everyone wants happiness, no one wants pain, but you can't make a rainbow without a little rain.",3.706677658807378e+17,2013-08-22 22:04:16+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:00.833875,,,[]
