user_id,generation_id,original_post_id,original_text,stimulus,generation_index,generated_text,similarity_scores,rouge1_fmeasure,rouge1_recall,rouge1_precision,rouge2_fmeasure,rouge2_recall,rouge2_precision,rougel_fmeasure,rougel_recall,rougel_precision,llm_evaluation_authenticity,llm_evaluation_style_consistency,llm_evaluation_matching_intent,persona_general_decription,persona_brevity_style,persona_language_formality,persona_narrative_voice,persona_vocabulary_range,persona_punctuation_style,persona_controversy_handling,persona_community_role,persona_content_triggers,persona_reaction_patterns,persona_message_effectiveness,persona_opinion_expression,persona_emotional_expression,persona_cognitive_patterns,persona_social_orientation,persona_conflict_approach,persona_value_signals,persona_identity_projection,persona_belief_expression,persona_stress_indicators,persona_adaptability_signs,persona_authenticity_markers
2_7002,1738561381884054018_gen_0,1738561381884054018,".
      IF YOU'RE NOT DEAD
         GOD'S NOT DONE

-- Retweet if you Believe --
.","Statement: Encouragement to believe in the idea that as long as one is alive, there is a purpose or plan for them.",0,,0.7321298122406006,0.07894736842105264,0.23076923076923078,0.047619047619047616,0.0,0.0,0.0,0.05263157894736842,0.15384615384615385,0.031746031746031744,3,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
2_7002,1738561381884054018_gen_1,1738561381884054018,".
      IF YOU'RE NOT DEAD
         GOD'S NOT DONE

-- Retweet if you Believe --
.","Statement: Encouragement to believe in the idea that as long as one is alive, there is a purpose or plan for them.",1,,0.7321298122406006,0.07894736842105264,0.23076923076923078,0.047619047619047616,0.0,0.0,0.0,0.05263157894736842,0.15384615384615385,0.031746031746031744,3,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
2_7002,1738561381884054018_gen_2,1738561381884054018,".
      IF YOU'RE NOT DEAD
         GOD'S NOT DONE

-- Retweet if you Believe --
.","Statement: Encouragement to believe in the idea that as long as one is alive, there is a purpose or plan for them.",2,,0.7321298122406006,0.07894736842105264,0.23076923076923078,0.047619047619047616,0.0,0.0,0.0,0.05263157894736842,0.15384615384615385,0.031746031746031744,3,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
2_7002,1738561381884054018_gen_3,1738561381884054018,".
      IF YOU'RE NOT DEAD
         GOD'S NOT DONE

-- Retweet if you Believe --
.","Statement: Encouragement to believe in the idea that as long as one is alive, there is a purpose or plan for them.",3,,0.7321298122406006,0.07894736842105264,0.23076923076923078,0.047619047619047616,0.0,0.0,0.0,0.05263157894736842,0.15384615384615385,0.031746031746031744,3,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
2_7002,1738561381884054018_gen_4,1738561381884054018,".
      IF YOU'RE NOT DEAD
         GOD'S NOT DONE

-- Retweet if you Believe --
.","Statement: Encouragement to believe in the idea that as long as one is alive, there is a purpose or plan for them.",4,,0.7321298122406006,0.07894736842105264,0.23076923076923078,0.047619047619047616,0.0,0.0,0.0,0.05263157894736842,0.15384615384615385,0.031746031746031744,3,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
3_7003,1738561381884096003_gen_0,1738561381884096003,"Now that we have Free Speech on Twitter

Joe Biden stole the 2020 Election",Statement: Allegation of election fraud in the 2020 U.S. Presidential Election involving Joe Biden.,0,,0.7427328824996948,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.060606060606060615,0.07692307692307693,0.05,0.17142857142857143,0.21428571428571427,0.14285714285714285,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
3_7003,1738561381884096003_gen_1,1738561381884096003,"Now that we have Free Speech on Twitter

Joe Biden stole the 2020 Election",Statement: Allegation of election fraud in the 2020 U.S. Presidential Election involving Joe Biden.,1,,0.7427328824996948,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.060606060606060615,0.07692307692307693,0.05,0.17142857142857143,0.21428571428571427,0.14285714285714285,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
3_7003,1738561381884096003_gen_2,1738561381884096003,"Now that we have Free Speech on Twitter

Joe Biden stole the 2020 Election",Statement: Allegation of election fraud in the 2020 U.S. Presidential Election involving Joe Biden.,2,,0.7427328824996948,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.060606060606060615,0.07692307692307693,0.05,0.17142857142857143,0.21428571428571427,0.14285714285714285,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
3_7003,1738561381884096003_gen_3,1738561381884096003,"Now that we have Free Speech on Twitter

Joe Biden stole the 2020 Election",Statement: Allegation of election fraud in the 2020 U.S. Presidential Election involving Joe Biden.,3,,0.7427328824996948,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.060606060606060615,0.07692307692307693,0.05,0.17142857142857143,0.21428571428571427,0.14285714285714285,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
3_7003,1738561381884096003_gen_4,1738561381884096003,"Now that we have Free Speech on Twitter

Joe Biden stole the 2020 Election",Statement: Allegation of election fraud in the 2020 U.S. Presidential Election involving Joe Biden.,4,,0.7427328824996948,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.060606060606060615,0.07692307692307693,0.05,0.17142857142857143,0.21428571428571427,0.14285714285714285,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
4_7004,1738561381884135940_gen_0,1738561381884135940,"@alx I can’t tell what’s real these day 😂

Can someone please let him know on 🧵that I’m popping by his house to fight as soon as he’s “back in town”.",Comment: Uncertainty about reality and a humorous mention of visiting someone for a playful confrontation when they return to town.,0,,0.712714433670044,0.26666666666666666,0.23529411764705882,0.3076923076923077,0.0689655172413793,0.06060606060606061,0.08,0.26666666666666666,0.23529411764705882,0.3076923076923077,7,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
4_7004,1738561381884135940_gen_1,1738561381884135940,"@alx I can’t tell what’s real these day 😂

Can someone please let him know on 🧵that I’m popping by his house to fight as soon as he’s “back in town”.",Comment: Uncertainty about reality and a humorous mention of visiting someone for a playful confrontation when they return to town.,1,,0.712714433670044,0.26666666666666666,0.23529411764705882,0.3076923076923077,0.0689655172413793,0.06060606060606061,0.08,0.26666666666666666,0.23529411764705882,0.3076923076923077,7,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
4_7004,1738561381884135940_gen_2,1738561381884135940,"@alx I can’t tell what’s real these day 😂

Can someone please let him know on 🧵that I’m popping by his house to fight as soon as he’s “back in town”.",Comment: Uncertainty about reality and a humorous mention of visiting someone for a playful confrontation when they return to town.,2,,0.712714433670044,0.26666666666666666,0.23529411764705882,0.3076923076923077,0.0689655172413793,0.06060606060606061,0.08,0.26666666666666666,0.23529411764705882,0.3076923076923077,7,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
4_7004,1738561381884135940_gen_3,1738561381884135940,"@alx I can’t tell what’s real these day 😂

Can someone please let him know on 🧵that I’m popping by his house to fight as soon as he’s “back in town”.",Comment: Uncertainty about reality and a humorous mention of visiting someone for a playful confrontation when they return to town.,3,,0.712714433670044,0.26666666666666666,0.23529411764705882,0.3076923076923077,0.0689655172413793,0.06060606060606061,0.08,0.26666666666666666,0.23529411764705882,0.3076923076923077,7,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
4_7004,1738561381884135940_gen_4,1738561381884135940,"@alx I can’t tell what’s real these day 😂

Can someone please let him know on 🧵that I’m popping by his house to fight as soon as he’s “back in town”.",Comment: Uncertainty about reality and a humorous mention of visiting someone for a playful confrontation when they return to town.,4,,0.712714433670044,0.26666666666666666,0.23529411764705882,0.3076923076923077,0.0689655172413793,0.06060606060606061,0.08,0.26666666666666666,0.23529411764705882,0.3076923076923077,7,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
5_7005,1738561381884174085_gen_0,1738561381884174085,"As bad as it is, it’s going to get worse. 

Democrats are suffering the most. Look at Oakland. The NAACP is begging for police. In DC they want military protection. Woke millennials screwed.

Until we can whoop the GOP into better behavior, it’s gonna stay this way.","Comment: Discussion on the challenges faced by Democrats in certain cities, mentioning requests for increased police and military protection, and a call for improved behavior from the GOP.",0,,0.7848885655403137,0.32558139534883723,0.2857142857142857,0.3783783783783784,0.07142857142857144,0.0625,0.08333333333333333,0.18604651162790697,0.16326530612244897,0.21621621621621623,5,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
5_7005,1738561381884174085_gen_1,1738561381884174085,"As bad as it is, it’s going to get worse. 

Democrats are suffering the most. Look at Oakland. The NAACP is begging for police. In DC they want military protection. Woke millennials screwed.

Until we can whoop the GOP into better behavior, it’s gonna stay this way.","Comment: Discussion on the challenges faced by Democrats in certain cities, mentioning requests for increased police and military protection, and a call for improved behavior from the GOP.",1,,0.7848885655403137,0.32558139534883723,0.2857142857142857,0.3783783783783784,0.07142857142857144,0.0625,0.08333333333333333,0.18604651162790697,0.16326530612244897,0.21621621621621623,5,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
5_7005,1738561381884174085_gen_2,1738561381884174085,"As bad as it is, it’s going to get worse. 

Democrats are suffering the most. Look at Oakland. The NAACP is begging for police. In DC they want military protection. Woke millennials screwed.

Until we can whoop the GOP into better behavior, it’s gonna stay this way.","Comment: Discussion on the challenges faced by Democrats in certain cities, mentioning requests for increased police and military protection, and a call for improved behavior from the GOP.",2,,0.7848885655403137,0.32558139534883723,0.2857142857142857,0.3783783783783784,0.07142857142857144,0.0625,0.08333333333333333,0.18604651162790697,0.16326530612244897,0.21621621621621623,5,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
5_7005,1738561381884174085_gen_3,1738561381884174085,"As bad as it is, it’s going to get worse. 

Democrats are suffering the most. Look at Oakland. The NAACP is begging for police. In DC they want military protection. Woke millennials screwed.

Until we can whoop the GOP into better behavior, it’s gonna stay this way.","Comment: Discussion on the challenges faced by Democrats in certain cities, mentioning requests for increased police and military protection, and a call for improved behavior from the GOP.",3,,0.7848885655403137,0.32558139534883723,0.2857142857142857,0.3783783783783784,0.07142857142857144,0.0625,0.08333333333333333,0.18604651162790697,0.16326530612244897,0.21621621621621623,5,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
5_7005,1738561381884174085_gen_4,1738561381884174085,"As bad as it is, it’s going to get worse. 

Democrats are suffering the most. Look at Oakland. The NAACP is begging for police. In DC they want military protection. Woke millennials screwed.

Until we can whoop the GOP into better behavior, it’s gonna stay this way.","Comment: Discussion on the challenges faced by Democrats in certain cities, mentioning requests for increased police and military protection, and a call for improved behavior from the GOP.",4,,0.7848885655403137,0.32558139534883723,0.2857142857142857,0.3783783783783784,0.07142857142857144,0.0625,0.08333333333333333,0.18604651162790697,0.16326530612244897,0.21621621621621623,5,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False
6_7006,1738561381884218886_gen_0,1738561381884218886,"E*Trade, Vanguard, Robinhood, Merrill Lynch, Charles Schwab and Vanguard users are all reporting problems: Downdetector","Information: Users of E*Trade, Vanguard, Robinhood, Merrill Lynch, and Charles Schwab are experiencing issues, as reported by Downdetector.",0,,0.8868296146392822,0.742857142857143,0.8125,0.6842105263157895,0.42424242424242425,0.4666666666666667,0.3888888888888889,0.6857142857142857,0.75,0.631578947368421,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
6_7006,1738561381884218886_gen_1,1738561381884218886,"E*Trade, Vanguard, Robinhood, Merrill Lynch, Charles Schwab and Vanguard users are all reporting problems: Downdetector","Information: Users of E*Trade, Vanguard, Robinhood, Merrill Lynch, and Charles Schwab are experiencing issues, as reported by Downdetector.",1,,0.8868296146392822,0.742857142857143,0.8125,0.6842105263157895,0.42424242424242425,0.4666666666666667,0.3888888888888889,0.6857142857142857,0.75,0.631578947368421,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
6_7006,1738561381884218886_gen_2,1738561381884218886,"E*Trade, Vanguard, Robinhood, Merrill Lynch, Charles Schwab and Vanguard users are all reporting problems: Downdetector","Information: Users of E*Trade, Vanguard, Robinhood, Merrill Lynch, and Charles Schwab are experiencing issues, as reported by Downdetector.",2,,0.8868296146392822,0.742857142857143,0.8125,0.6842105263157895,0.42424242424242425,0.4666666666666667,0.3888888888888889,0.6857142857142857,0.75,0.631578947368421,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
6_7006,1738561381884218886_gen_3,1738561381884218886,"E*Trade, Vanguard, Robinhood, Merrill Lynch, Charles Schwab and Vanguard users are all reporting problems: Downdetector","Information: Users of E*Trade, Vanguard, Robinhood, Merrill Lynch, and Charles Schwab are experiencing issues, as reported by Downdetector.",3,,0.8868296146392822,0.742857142857143,0.8125,0.6842105263157895,0.42424242424242425,0.4666666666666667,0.3888888888888889,0.6857142857142857,0.75,0.631578947368421,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
6_7006,1738561381884218886_gen_4,1738561381884218886,"E*Trade, Vanguard, Robinhood, Merrill Lynch, Charles Schwab and Vanguard users are all reporting problems: Downdetector","Information: Users of E*Trade, Vanguard, Robinhood, Merrill Lynch, and Charles Schwab are experiencing issues, as reported by Downdetector.",4,,0.8868296146392822,0.742857142857143,0.8125,0.6842105263157895,0.42424242424242425,0.4666666666666667,0.3888888888888889,0.6857142857142857,0.75,0.631578947368421,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
7_7007,1738561381884257031_gen_0,1738561381884257031,"Every single Biden administration headline: ""Biden selects [IMMUTABLE CHARACTERISTIC WITH NO NAME OR OTHER NEWSWORTHY CHARACTERISTICS] for high-ranking position.""",Comment on the topic of media coverage focusing on the diversity aspects of appointments made by the Biden administration to high-ranking positions.,0,,0.7686995267868042,0.09677419354838708,0.15,0.07142857142857142,0.0,0.0,0.0,0.06451612903225806,0.1,0.047619047619047616,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
7_7007,1738561381884257031_gen_1,1738561381884257031,"Every single Biden administration headline: ""Biden selects [IMMUTABLE CHARACTERISTIC WITH NO NAME OR OTHER NEWSWORTHY CHARACTERISTICS] for high-ranking position.""",Comment on the topic of media coverage focusing on the diversity aspects of appointments made by the Biden administration to high-ranking positions.,1,,0.7686995267868042,0.09677419354838708,0.15,0.07142857142857142,0.0,0.0,0.0,0.06451612903225806,0.1,0.047619047619047616,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
7_7007,1738561381884257031_gen_2,1738561381884257031,"Every single Biden administration headline: ""Biden selects [IMMUTABLE CHARACTERISTIC WITH NO NAME OR OTHER NEWSWORTHY CHARACTERISTICS] for high-ranking position.""",Comment on the topic of media coverage focusing on the diversity aspects of appointments made by the Biden administration to high-ranking positions.,2,,0.7686995267868042,0.09677419354838708,0.15,0.07142857142857142,0.0,0.0,0.0,0.06451612903225806,0.1,0.047619047619047616,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
7_7007,1738561381884257031_gen_3,1738561381884257031,"Every single Biden administration headline: ""Biden selects [IMMUTABLE CHARACTERISTIC WITH NO NAME OR OTHER NEWSWORTHY CHARACTERISTICS] for high-ranking position.""",Comment on the topic of media coverage focusing on the diversity aspects of appointments made by the Biden administration to high-ranking positions.,3,,0.7686995267868042,0.09677419354838708,0.15,0.07142857142857142,0.0,0.0,0.0,0.06451612903225806,0.1,0.047619047619047616,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
7_7007,1738561381884257031_gen_4,1738561381884257031,"Every single Biden administration headline: ""Biden selects [IMMUTABLE CHARACTERISTIC WITH NO NAME OR OTHER NEWSWORTHY CHARACTERISTICS] for high-ranking position.""",Comment on the topic of media coverage focusing on the diversity aspects of appointments made by the Biden administration to high-ranking positions.,4,,0.7686995267868042,0.09677419354838708,0.15,0.07142857142857142,0.0,0.0,0.0,0.06451612903225806,0.1,0.047619047619047616,8,7,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
8_7008,1738561381884301064_gen_0,1738561381884301064,First BANKS.  COUNTRIES next?  Will Germany be the first country to fail? Go Bankrupt? if GERMANY fails which country will be next? Will America default after Germany?,"Question: Speculation about the potential financial instability of countries, starting with Germany, and the possibility of subsequent defaults by other nations, including the United States.",0,,0.8128634691238403,0.46808510638297873,0.4074074074074074,0.55,0.13333333333333333,0.11538461538461539,0.15789473684210525,0.3404255319148936,0.2962962962962963,0.4,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
8_7008,1738561381884301064_gen_1,1738561381884301064,First BANKS.  COUNTRIES next?  Will Germany be the first country to fail? Go Bankrupt? if GERMANY fails which country will be next? Will America default after Germany?,"Question: Speculation about the potential financial instability of countries, starting with Germany, and the possibility of subsequent defaults by other nations, including the United States.",1,,0.8128634691238403,0.46808510638297873,0.4074074074074074,0.55,0.13333333333333333,0.11538461538461539,0.15789473684210525,0.3404255319148936,0.2962962962962963,0.4,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
8_7008,1738561381884301064_gen_2,1738561381884301064,First BANKS.  COUNTRIES next?  Will Germany be the first country to fail? Go Bankrupt? if GERMANY fails which country will be next? Will America default after Germany?,"Question: Speculation about the potential financial instability of countries, starting with Germany, and the possibility of subsequent defaults by other nations, including the United States.",2,,0.8128634691238403,0.46808510638297873,0.4074074074074074,0.55,0.13333333333333333,0.11538461538461539,0.15789473684210525,0.3404255319148936,0.2962962962962963,0.4,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
8_7008,1738561381884301064_gen_3,1738561381884301064,First BANKS.  COUNTRIES next?  Will Germany be the first country to fail? Go Bankrupt? if GERMANY fails which country will be next? Will America default after Germany?,"Question: Speculation about the potential financial instability of countries, starting with Germany, and the possibility of subsequent defaults by other nations, including the United States.",3,,0.8128634691238403,0.46808510638297873,0.4074074074074074,0.55,0.13333333333333333,0.11538461538461539,0.15789473684210525,0.3404255319148936,0.2962962962962963,0.4,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
8_7008,1738561381884301064_gen_4,1738561381884301064,First BANKS.  COUNTRIES next?  Will Germany be the first country to fail? Go Bankrupt? if GERMANY fails which country will be next? Will America default after Germany?,"Question: Speculation about the potential financial instability of countries, starting with Germany, and the possibility of subsequent defaults by other nations, including the United States.",4,,0.8128634691238403,0.46808510638297873,0.4074074074074074,0.55,0.13333333333333333,0.11538461538461539,0.15789473684210525,0.3404255319148936,0.2962962962962963,0.4,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
9_7009,1738561381884344073_gen_0,1738561381884344073,"BREAKING: CPI comes in at 4.9%, less than expected 5%

Notice how the number always comes in slightly below expectations 🧐","Information: Announcement of the Consumer Price Index (CPI) being reported at 4.9%, which is lower than the anticipated 5%.",0,,0.7619756460189819,0.3414634146341463,0.3333333333333333,0.35,0.10256410256410256,0.1,0.10526315789473684,0.2926829268292683,0.2857142857142857,0.3,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
9_7009,1738561381884344073_gen_1,1738561381884344073,"BREAKING: CPI comes in at 4.9%, less than expected 5%

Notice how the number always comes in slightly below expectations 🧐","Information: Announcement of the Consumer Price Index (CPI) being reported at 4.9%, which is lower than the anticipated 5%.",1,,0.7619756460189819,0.3414634146341463,0.3333333333333333,0.35,0.10256410256410256,0.1,0.10526315789473684,0.2926829268292683,0.2857142857142857,0.3,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
9_7009,1738561381884344073_gen_2,1738561381884344073,"BREAKING: CPI comes in at 4.9%, less than expected 5%

Notice how the number always comes in slightly below expectations 🧐","Information: Announcement of the Consumer Price Index (CPI) being reported at 4.9%, which is lower than the anticipated 5%.",2,,0.7619756460189819,0.3414634146341463,0.3333333333333333,0.35,0.10256410256410256,0.1,0.10526315789473684,0.2926829268292683,0.2857142857142857,0.3,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
9_7009,1738561381884344073_gen_3,1738561381884344073,"BREAKING: CPI comes in at 4.9%, less than expected 5%

Notice how the number always comes in slightly below expectations 🧐","Information: Announcement of the Consumer Price Index (CPI) being reported at 4.9%, which is lower than the anticipated 5%.",3,,0.7619756460189819,0.3414634146341463,0.3333333333333333,0.35,0.10256410256410256,0.1,0.10526315789473684,0.2926829268292683,0.2857142857142857,0.3,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
9_7009,1738561381884344073_gen_4,1738561381884344073,"BREAKING: CPI comes in at 4.9%, less than expected 5%

Notice how the number always comes in slightly below expectations 🧐","Information: Announcement of the Consumer Price Index (CPI) being reported at 4.9%, which is lower than the anticipated 5%.",4,,0.7619756460189819,0.3414634146341463,0.3333333333333333,0.35,0.10256410256410256,0.1,0.10526315789473684,0.2926829268292683,0.2857142857142857,0.3,7,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
10_7010,1738561381884380938_gen_0,1738561381884380938,The Left is everything they say they hate.,Comment: A critique of perceived hypocrisy within left-wing political ideologies.,0,,0.7301040887832642,0.11320754716981134,0.375,0.06666666666666667,0.0784313725490196,0.2857142857142857,0.045454545454545456,0.11320754716981134,0.375,0.06666666666666667,8,7,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
